Species2_eBird,mean_Tail.LengthF,mean_Tail.LengthM,Mass,Sex,Family2,Order2,Tarsus.Length,Wing.Length,Tail.Length,Tail.Length.2
Nesospiza wilkinsi,77,73.66666667,43.2,Mean,Thraupidae,Passeriformes,27.9,93.7,75.3,75.3
Nesotriccus ridgwayi,NA,54,11,Mean,Tyrannidae,Passeriformes,20.6,60.5,53.8,53.8
Newtonia amphichroa,43.5,43.5,12.3,Mean,Vangidae,Passeriformes,23.5,55.8,43.5,43.5
Newtonia archboldi,45,46,7.8,Mean,Vangidae,Passeriformes,18.2,45,46.8,46.8
Newtonia brunneicauda,40.5,40.75,10.1,Mean,Vangidae,Passeriformes,19.1,54.3,40.7,40.7
Newtonia fanovanae,41,NA,12.7,Mean,Vangidae,Passeriformes,17,56.5,41,41
Nicator chloris,104.5,104.3333333,46.1,Mean,Nicatoridae,Passeriformes,28.6,100,98.2,98.2
Nicator gularis,99,112.6666667,45.6,Mean,Nicatoridae,Passeriformes,28,103.4,107.2,107.2
Nicator vireo,NA,81.75,23.6,Mean,Nicatoridae,Passeriformes,21.3,80.8,81.8,81.8
Nigrita bicolor,40,40,10.5,Mean,Estrildidae,Passeriformes,15.3,57.1,41.9,41.9
Nigrita canicapillus,48.6875,48.10714286,18.7,Mean,Estrildidae,Passeriformes,16.1,68.2,47.9,47.9
Nigrita fusconotus,42.375,40.3,9.1,Mean,Estrildidae,Passeriformes,13.9,52.6,40.9,40.9
Nigrita luteifrons,34.5,39.375,13.2,Mean,Estrildidae,Passeriformes,15.4,58.1,38.4,38.4
Nilaus afer,51.5,49.22222222,19.1,Mean,Malaconotidae,Passeriformes,21.3,77.5,49.6,49.6
Niltava davidi,67.5,68.66666667,24.2,Mean,Muscicapidae,Passeriformes,20.2,90.8,68.2,68.2
Niltava grandis,84.5,86.44444444,30.3,Mean,Muscicapidae,Passeriformes,21.1,97.3,86.1,86.1
Niltava macgrigoriae,50,54.66666667,12,Mean,Muscicapidae,Passeriformes,16.8,63.2,52.8,52.8
Niltava sumatrana,65.33333333,71.77777778,20.5,Mean,Muscicapidae,Passeriformes,17.9,85.4,70.2,70.2
Niltava sundara,66.5,69.33333333,21.1,Mean,Muscicapidae,Passeriformes,20.4,82,68.2,68.2
Niltava vivida,67,78.66666667,33,Mean,Muscicapidae,Passeriformes,16.9,85.9,74,74
Nok hualon,73,NA,37,Mean,Pycnonotidae,Passeriformes,18.5,90,73,73
Notiomystis cincta,72.25,81.83333333,93.4,Mean,Notiomystidae,Passeriformes,27.6,104.3,78,78
Notopholia corusca,72.75,82,56.1,Mean,Sturnidae,Passeriformes,24.8,107.2,77.9,77.9
Nucifraga caryocatactes,113.5,116.55,182.5,Mean,Corvidae,Passeriformes,39.3,184.3,116,116
Nucifraga columbiana,112.5,111.9,129.8,Mean,Corvidae,Passeriformes,36.7,191,112,112
Nucifraga multipunctata,149.5,151,191,Mean,Corvidae,Passeriformes,39.5,205.9,150.6,150.6
Ochetorhynchus andaecola,74,NA,30.9,Mean,Furnariidae,Passeriformes,25.3,78.4,74,74
Ochetorhynchus melanurus,NA,82.5,40,Mean,Furnariidae,Passeriformes,23.8,80.5,82.4,82.4
Ochetorhynchus phoenicurus,72,71.83333333,30.2,Mean,Furnariidae,Passeriformes,22.2,72.2,71.9,71.9
Ochetorhynchus ruficaudus,70,75.66666667,36.3,Mean,Furnariidae,Passeriformes,24.3,79.3,74.4,74.4
Ochthoeca cinnamomeiventris,58.5,58.39130435,12,Mean,Tyrannidae,Passeriformes,18.7,65.2,57.3,57.3
Ochthoeca diadema,51.5,57.25,11.5,Mean,Tyrannidae,Passeriformes,19.3,63,55.1,55.1
Ochthoeca frontalis,56.52,59.09090909,10,Mean,Tyrannidae,Passeriformes,21,65.2,57.5,57.5
Ochthoeca fumicolor,74.36363636,74.7,16.6,Mean,Tyrannidae,Passeriformes,23.9,82.7,74.7,74.7
Ochthoeca jelskii,54,60,11.6,Mean,Tyrannidae,Passeriformes,21.2,65.8,58.5,58.5
Ochthoeca leucophrys,65.75,70,13.1,Mean,Tyrannidae,Passeriformes,21.8,75.7,68.1,68.1
Ochthoeca oenanthoides,67,69.625,17.7,Mean,Tyrannidae,Passeriformes,21.9,82.1,68.4,68.4
Ochthoeca piurae,54,54.33333333,8.9,Mean,Tyrannidae,Passeriformes,19.6,60,54.2,54.2
Ochthoeca pulchella,60.5,60.83333333,12,Mean,Tyrannidae,Passeriformes,19.7,64.6,57.5,57.5
Ochthoeca rufipectoralis,59.25,63.35714286,10,Mean,Tyrannidae,Passeriformes,19.8,66.3,61.5,61.5
Ochthornis littoralis,54,55,13.4,Mean,Tyrannidae,Passeriformes,17.2,70.2,54.6,54.6
Odontorchilus branickii,50.5,54,9.6,Mean,Troglodytidae,Passeriformes,16.1,58.2,52.6,52.6
Odontorchilus cinereus,43,45.5,11,Mean,Troglodytidae,Passeriformes,16,52.5,44.2,44.2
Oedistoma iliolophus,31.75,32.5,11,Mean,Melanocharitidae,Passeriformes,18.2,60.2,32.1,32.1
Oedistoma pygmaeum,23,NA,5.8,Mean,Melanocharitidae,Passeriformes,12.7,45.8,23.9,23.9
Oenanthe albifrons,57.41666667,56.775,20.6,Mean,Muscicapidae,Passeriformes,24.1,77,57.2,57.2
Oenanthe albonigra,64.675,66.24,25.2,Mean,Muscicapidae,Passeriformes,25.7,97.9,65.5,65.5
Oenanthe bottae,58.9,61.33333333,19.9,Mean,Muscicapidae,Passeriformes,33.4,98.9,60.2,60.2
Oenanthe chrysopygia,57.45,61.72,22.7,Mean,Muscicapidae,Passeriformes,25.2,91.3,59.8,59.8
Oenanthe cypriaca,54.1,58.45,16.6,Mean,Muscicapidae,Passeriformes,21,83,56.3,56.3
Oenanthe deserti,61.85,66.65714286,19.8,Mean,Muscicapidae,Passeriformes,25.6,92.9,64.4,64.4
